Id,Code,Code slug,Number,Name,Created at,Updated at
6426,HIST157  SC,HIST157-SC,157,Machiavelli & Machiavellianism    ,2019-09-02 01:36:15 UTC,2019-09-02 01:36:15 UTC
6425,HIST100CMPO,HIST100CMPO,100,Crisis Mgmt:Natl Forest/Am Cultr    ,2019-09-02 01:36:14 UTC,2019-09-02 01:36:14 UTC
6424,EA  080  PO,EA-080-PO,80,Classic Environmental Readings    ,2019-09-02 01:36:14 UTC,2019-09-02 01:36:14 UTC
6423,MS  149  PO,MS-149-PO,149,Issues: 20th C Media & Analysis - Advanced Film Theory    ,2019-09-02 01:36:13 UTC,2019-09-02 02:15:21 UTC
6422,GWS 189A PO,GWS-189A-PO,189,Spec Topics Gender & Literature    ,2019-09-02 01:36:13 UTC,2019-09-02 01:36:13 UTC
6421,ENGL197S SC,ENGL197S-SC,197,Craft & Process: Contemp Prose    ,2019-09-02 01:36:13 UTC,2022-10-31 20:45:49 UTC
6420,ENGL168  PO,ENGL168-PO,168,Adv Topics Contemporary Fiction - Writing Machines    ,2019-09-02 01:36:13 UTC,2019-09-02 01:36:13 UTC
6419,ENGL159B PZ,ENGL159B-PZ,159,Shakespeare: Tragedy and Beyond    ,2019-09-02 01:36:13 UTC,2019-09-02 01:36:13 UTC
6418,ENGL145  PZ,ENGL145-PZ,145,Modern Mexican Literature & Film    ,2019-09-02 01:36:13 UTC,2019-09-02 01:36:13 UTC
6417,ENGR119  HM,ENGR119-HM,119,Preliminary Design    ,2019-09-02 01:36:09 UTC,2019-09-02 01:36:09 UTC
6416,ECON308  CG,ECON308-CG,308,Math for Economists I    ,2019-09-02 01:35:58 UTC,2019-09-02 01:35:58 UTC
6415,ECON148  CM,ECON148-CM,148,Regional Economic Integration    ,2019-09-02 01:35:58 UTC,2019-09-02 01:35:58 UTC
6414,ECON059  PO,ECON059-PO,59,Intro to Empirical Methods Econ    ,2019-09-02 01:35:58 UTC,2019-09-02 01:35:58 UTC
6413,DANC181APPO,DANC181APPO,181,Dance Repertory    ,2019-09-02 01:35:50 UTC,2019-09-02 01:46:27 UTC
6412,DANC181A PO,DANC181A-PO,181,Dance Repertory    ,2019-09-02 01:35:50 UTC,2019-09-02 01:44:03 UTC
6411,DANC180APPO,DANC180APPO,180,Dance Repertory    ,2019-09-02 01:35:50 UTC,2019-09-02 01:46:27 UTC
6410,DANC180A PO,DANC180A-PO,180,Dance Repertory    ,2019-09-02 01:35:50 UTC,2019-09-02 01:52:06 UTC
6409,DANC152APPO,DANC152APPO,152,Hip-Hop Dance    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6408,DANC140A PO,DANC140A-PO,140,Composition    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6407,DANC124APPO,DANC124APPO,124,Ballet III Technique    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6406,DANC124A PO,DANC124A-PO,124,Ballet III Technique    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6405,DANC123A PO,DANC123A-PO,123,Ballet III Technique & Theory    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6404,DANC122APPO,DANC122APPO,122,Modern Dance IV Technique    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6403,DANC122A PO,DANC122A-PO,122,Modern Dance IV Technique    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6402,DANC121A PO,DANC121A-PO,121,Modern Technique & Theory IV    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6401,DANC120APPO,DANC120APPO,120,Modern Dance III Technique    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6400,DANC120A PO,DANC120A-PO,120,Modern Dance III Technique    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6399,DANC119A PO,DANC119A-PO,119,Modern Technique & Theory III    ,2019-09-02 01:35:50 UTC,2019-09-02 01:35:50 UTC
6398,DANC051APPO,DANC051APPO,51,Ballet II    ,2019-09-02 01:35:49 UTC,2019-09-02 01:44:03 UTC
6397,DANC051A PO,DANC051A-PO,51,Ballet II    ,2019-09-02 01:35:49 UTC,2019-09-02 01:44:03 UTC
6396,DANC012APPO,DANC012APPO,12,Ballet I    ,2019-09-02 01:35:49 UTC,2019-09-02 01:44:03 UTC
6395,DANC012A PO,DANC012A-PO,12,Ballet I    ,2019-09-02 01:35:49 UTC,2019-09-02 01:44:03 UTC
6394,DANC010A PO,DANC010A-PO,10,Intro: Modern Dance Tech/Theory    ,2019-09-02 01:35:49 UTC,2019-09-02 01:52:06 UTC
6393,CSCI181  HM,CSCI181-HM,181,Computer Science Seminar - Software Testing/Qual Assurance    ,2019-09-02 01:35:43 UTC,2019-09-02 01:59:32 UTC
6392,CSCI121  PO,CSCI121-PO,121,Software Development    ,2019-09-02 01:35:43 UTC,2019-09-02 01:35:43 UTC
6391,CHEM160A PO,CHEM160A-PO,160,Physical Measurements & Analysis    ,2019-09-02 01:35:33 UTC,2019-09-02 02:10:02 UTC
6390,BIOL187S JS,BIOL187S-JS,187,Special Topic: Microbial Life    ,2019-09-02 01:35:24 UTC,2019-09-02 01:35:24 UTC
6389,BIOL048  PO,BIOL048-PO,48,Stem Cells and Human Cloning    ,2019-09-02 01:35:23 UTC,2019-09-02 01:35:23 UTC
6388,ASAM190A PZ,ASAM190A-PZ,190,Senior Seminar    ,2019-09-02 01:35:12 UTC,2019-09-02 01:35:12 UTC
6387,ARHI186B JT,ARHI186B-JT,186,Topics: Contemporary Art    ,2019-09-02 01:35:11 UTC,2019-09-02 01:35:11 UTC
6386,ARHI134  P,ARHI134-P,134,Visual Culture of Latin America    ,2019-09-02 01:35:11 UTC,2019-09-02 01:35:11 UTC
6385,ART 144  SC,ART-144-SC,144,Interactive Media    ,2019-09-02 01:35:09 UTC,2019-09-02 02:09:41 UTC
6384,ART 105  PO,ART-105-PO,105,Advanced Drawing    ,2019-09-02 01:35:09 UTC,2019-09-02 02:09:41 UTC
6383,ART 023  PO,ART-023-PO,23,Soft Sculpture    ,2019-09-02 01:35:09 UTC,2023-04-26 00:22:06 UTC
6382,REL 401A CG,REL-401A-CG,401,Arabic I    ,2019-09-02 01:35:05 UTC,2019-09-02 01:35:05 UTC
6381,ALS 437  KG,ALS-437-KG,437,Intro to Clinical Pharmacology I    ,2019-09-02 01:35:04 UTC,2019-09-02 01:35:04 UTC
6380,ALS 299  KG,ALS-299-KG,299,Lab Research Chemical Genetics    ,2019-09-02 01:35:04 UTC,2019-09-02 01:35:04 UTC
6379,ANTH197D SC,ANTH197D-SC,197,Food and Culture    ,2019-09-02 01:35:04 UTC,2019-09-02 01:35:04 UTC
6378,ANTH197C SC,ANTH197C-SC,197,Anthro of Gender and Health    ,2019-09-02 01:35:04 UTC,2019-09-02 01:35:04 UTC
6377,ANTH068  SC,ANTH068-SC,68,"Life Online: Cultr,Tech,Democ    ",2019-09-02 01:35:04 UTC,2019-09-02 01:35:04 UTC
6376,THEA005  PO,THEA005-PO,5,Intro to Chicano Theater & Perf    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6375,SOC 147  AA,SOC-147-AA,147,Asian Americans: Sport Sociology    ,2019-09-02 01:35:01 UTC,2019-09-02 01:51:29 UTC
6374,SOC 115  PZ,SOC-115-PZ,115,Sociology of Law    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6373,SOC 114  PO,SOC-114-PO,114,LA Communities:Trans/Ineq/Actvsm    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6372,SOC 071  BK,SOC-071-BK,71,Sociology of Popular Music    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6371,HIST143  BK,HIST143-BK,143,Slavery & Freedom in New World    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6370,HIST111A BK,HIST111A-BK,111,African Diaspora in US to 1877    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6369,GOVT193  CM,GOVT193-CM,193,Presidential War Powers    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6368,ENGL197G SC,ENGL197G-SC,197,American Gothic Literature    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6367,ENGL182  PZ,ENGL182-PZ,182,Community Stds in Latina/o Lit    ,2019-09-02 01:35:01 UTC,2019-09-02 01:35:01 UTC
6366,ENGL107  PZ,ENGL107-PZ,107,Harlem & Sophiatown Renaissance    ,2019-09-02 01:35:00 UTC,2019-09-02 01:35:00 UTC
6365,DANC152A PO,DANC152A-PO,152,Hip-Hop Dance    ,2019-09-02 01:35:00 UTC,2019-09-02 01:35:00 UTC
6364,ARHI144B BK,ARHI144B-BK,144,Daughters Africa Art Cinema Love    ,2019-09-02 01:35:00 UTC,2019-09-02 01:35:00 UTC
6363,WRIT197D SC,WRIT197D-SC,197,The Lyric Essay    ,2019-09-02 01:34:50 UTC,2019-09-02 01:34:50 UTC
6362,THEA115L PO,THEA115L-PO,115,Body Politics/Staging Sexuality    ,2019-09-02 01:34:48 UTC,2019-09-02 01:34:48 UTC
6361,THEA070  PO,THEA070-PO,70,Writing for the Stage    ,2019-09-02 01:34:48 UTC,2019-09-02 01:34:48 UTC
6360,THEA053  PO,THEA053-PO,53,Alexander Technique    ,2019-09-02 01:34:48 UTC,2019-09-02 01:34:48 UTC
6359,THEA006  PO,THEA006-PO,6,Intro to Technical Theatre    ,2019-09-02 01:34:48 UTC,2022-11-15 00:47:08 UTC
6358,SPAN172  PO,SPAN172-PO,172,Transvestite Drama-Early Mdrn    ,2019-09-02 01:34:43 UTC,2019-09-02 01:34:43 UTC
6357,SPAN160  PO,SPAN160-PO,160,Nation & Novel Early 20C Spain    ,2019-09-02 01:34:43 UTC,2019-09-02 01:34:43 UTC
6356,SOC 191  SC,SOC-191-SC,191,Sr Thesis: Sociology    ,2019-09-02 01:34:37 UTC,2019-09-02 01:34:37 UTC
6355,SOC 191  PZ,SOC-191-PZ,191,Sociology of the West Indies    ,2019-09-02 01:34:37 UTC,2019-09-02 01:34:37 UTC
6354,SOC 190  PZ,SOC-190-PZ,190,Soc of the Arab-Israeli Conflict    ,2019-09-02 01:34:37 UTC,2019-09-02 01:58:30 UTC
6353,SOC 175  PZ,SOC-175-PZ,175,Fieldwork in Health Care    ,2019-09-02 01:34:37 UTC,2019-09-02 02:12:50 UTC
6352,SOC 089E PO,SOC-089E-PO,89,Sociology of Adolescents    ,2019-09-02 01:34:37 UTC,2019-09-02 01:34:37 UTC
6351,SOC 064  PZ,SOC-064-PZ,64,LGBT Social Issues    ,2019-09-02 01:34:37 UTC,2019-09-02 01:34:37 UTC
6350,RUSS199  PO,RUSS199-PO,199,Ind Std: Russian Lang & Lit    ,2019-09-02 01:34:29 UTC,2019-09-02 01:34:29 UTC
6349,PSYC180E PO,PSYC180E-PO,180,Sem: Social Cognition    ,2019-09-02 01:34:24 UTC,2019-09-02 01:34:24 UTC
6348,PSYC179  PZ,PSYC179-PZ,179,Forensic Psychology    ,2019-09-02 01:34:24 UTC,2019-09-02 01:34:24 UTC
6347,PSYC172  SC,PSYC172-SC,172,Environmental Psychology    ,2019-09-02 01:34:24 UTC,2019-09-02 01:34:24 UTC
6346,PSYC172  PZ,PSYC172-PZ,172,Eating Disorders Seminar    ,2019-09-02 01:34:24 UTC,2019-09-02 01:34:24 UTC
6345,PP  461B CG,PP-461B-CG,461,Classical Pol Phil: Cicero    ,2019-09-02 01:34:14 UTC,2019-09-02 01:34:14 UTC
6344,PP  310B CG,PP-310B-CG,310,American Presidency    ,2019-09-02 01:34:14 UTC,2019-09-02 01:34:14 UTC
6343,POLI113  PO,POLI113-PO,113,Politics of Comedy    ,2019-09-02 01:34:13 UTC,2019-09-02 01:34:13 UTC
6342,POST193  PZ,POST193-PZ,193,The Celtic Tiger    ,2019-09-02 01:34:09 UTC,2019-09-02 01:34:09 UTC
6341,POST179  HM,POST179-HM,179,Spec Topics: Political Studies - Biodiversity Policy    ,2019-09-02 01:34:09 UTC,2019-09-02 02:08:49 UTC
6340,PE  051  PO,PE-051-PO,51,Care/Prevention Athletic Injury    ,2019-09-02 01:33:56 UTC,2019-09-02 01:33:56 UTC
6339,PHIL399  CG,PHIL399-CG,399,Independent Study in Philosophy    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6338,PHIL341  CG,PHIL341-CG,341,Epistemology    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6337,PHIL338  CG,PHIL338-CG,338,Agency and Action    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6336,PHIL302  CG,PHIL302-CG,302,Topics in Ancient Philosophy    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6335,PHIL185R PO,PHIL185R-PO,185,Topics: Phil of Science - Aesthetics in Science & SciArt    ,2019-09-02 01:33:39 UTC,2021-11-01 17:50:33 UTC
6334,PHIL175  CM,PHIL175-CM,175,"Life, Death, & Survival of Death    ",2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6333,PHIL170  CM,PHIL170-CM,170,Philosophy of Religion    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6332,PHIL152  CM,PHIL152-CM,152,Theories of the Good Life    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6331,PHIL149  JT,PHIL149-JT,149,Phil Topics: Agency & Action    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6330,PHIL145  CM,PHIL145-CM,145,Fundamentals of Logic    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6329,PHIL124  CM,PHIL124-CM,124,Classical Ethical Theory: Plato    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6328,PHIL119  PZ,PHIL119-PZ,119,Medieval Thought    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6327,PHIL119  CM,PHIL119-CM,119,Phil Roots of European Fascism    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6326,PHIL118  CM,PHIL118-CM,118,Hist of Philsophy:Descartes-Kant    ,2019-09-02 01:33:39 UTC,2019-09-02 01:33:39 UTC
6325,PHIL090  CM,PHIL090-CM,90,Introduction to Philosophy - Intro to Philosophy (Honors)    ,2019-09-02 01:33:39 UTC,2019-09-02 02:15:37 UTC
6324,SOC 025  PZ,SOC-025-PZ,25,Technology and People    ,2019-09-02 01:33:32 UTC,2019-09-02 01:33:32 UTC
6323,ONT 104B PZ,ONT-104B-PZ,104,Social Change Practicum    ,2019-09-02 01:33:31 UTC,2019-09-02 01:33:31 UTC
6322,ONT 104A PZ,ONT-104A-PZ,104,Social Change Practicum    ,2019-09-02 01:33:31 UTC,2019-09-02 01:33:31 UTC
6321,PSYC125  PZ,PSYC125-PZ,125,Developmental Cognitive Neurosci    ,2019-09-02 01:33:30 UTC,2019-09-02 01:33:30 UTC
6320,THEA001B PO,THEA001B-PO,1,Basic Acting: Acting & Activism    ,2019-09-02 01:33:10 UTC,2019-09-02 01:33:10 UTC
6319,POLI089L PO,POLI089L-PO,89,"Race, Class, Justice and Media    ",2019-09-02 01:33:10 UTC,2019-09-02 01:33:10 UTC
6318,MS  192  PZ,MS-192-PZ,192,Advanced Media Project    ,2019-09-02 01:33:10 UTC,2019-09-02 02:04:37 UTC
6317,MS  179  HM,MS-179-HM,179,Special Topics in Media Studies - Intro Digital Video Production    ,2019-09-02 01:33:10 UTC,2019-09-02 02:15:21 UTC
6316,MS  092  PZ,MS-092-PZ,92,Television Genres    ,2019-09-02 01:33:10 UTC,2019-09-02 01:33:10 UTC
6315,MS  061  PZ,MS-061-PZ,61,Pan-American Vanguards    ,2019-09-02 01:33:10 UTC,2019-09-02 01:33:10 UTC
6314,MATH361B CG,MATH361B-CG,361,Credit Risk    ,2019-09-02 01:33:02 UTC,2019-09-02 01:33:02 UTC
6313,MATH252  CG,MATH252-CG,252,Statistical Theory    ,2019-09-02 01:33:02 UTC,2019-09-02 02:15:18 UTC
6312,MATH192  HM,MATH192-HM,192,Problem Solving Seminar    ,2019-09-02 01:33:02 UTC,2019-09-02 01:33:02 UTC
6311,MATH112  CM,MATH112-CM,112,Intro Dynamical Systems & Chaos    ,2019-09-02 01:33:02 UTC,2019-09-02 01:33:02 UTC
6310,MATH091  PO,MATH091-PO,91,Undergraduate Math Colloquium    ,2019-09-02 01:33:01 UTC,2019-09-02 01:33:01 UTC
6309,MGT 402  CG,MGT-402-CG,402,Assets Management Practicum    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6308,MGT 396A CG,MGT-396A-CG,396,Management Consulting    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6307,MGT 365  CG,MGT-365-CG,365,Toxic Leadership    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6306,MGT 352  CG,MGT-352-CG,352,Marketing Strategy    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6305,MGT 331  CG,MGT-331-CG,331,Strategic Brand Management    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6304,MGT 326  CG,MGT-326-CG,326,Financial & Managerial Acctng    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6303,MGT 321  CG,MGT-321-CG,321,Marketing Management    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6302,MGT 315  CG,MGT-315-CG,315,Morality and Leadership    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6301,MGT 306  CG,MGT-306-CG,306,Quant Methods for Management    ,2019-09-02 01:32:54 UTC,2019-09-02 01:32:54 UTC
6300,PHIL092  CM,PHIL092-CM,92,Contemporary Moral Issues    ,2019-09-02 01:32:46 UTC,2019-09-02 01:32:46 UTC
6299,SPAN184  CM,SPAN184-CM,184,Lit of the Zapatista Rebellion    ,2019-09-02 01:32:44 UTC,2019-09-02 01:32:44 UTC
6298,IIS 131  BK,IIS-131-BK,131,Black Icons in the 20th Century    ,2019-09-02 01:32:36 UTC,2019-09-02 01:56:55 UTC
6297,IIS 124  PZ,IIS-124-PZ,124,Development & Sacred Places    ,2019-09-02 01:32:36 UTC,2019-09-02 01:32:36 UTC
6296,IIS 113  PZ,IIS-113-PZ,113,"Science, Politics & Altern Med    ",2019-09-02 01:32:36 UTC,2019-09-02 01:32:36 UTC
6295,ID  122  BK,ID-122-BK,122,The Caribbean and Globalization    ,2019-09-02 01:32:33 UTC,2019-09-02 01:32:33 UTC
6294,ID  020  PO,ID-020-PO,20,Science and Religion    ,2019-09-02 01:32:33 UTC,2019-09-02 01:32:33 UTC
6293,ID  010  BK,ID-010-BK,10,Intro to Black Studies    ,2019-09-02 01:32:33 UTC,2019-09-02 01:32:33 UTC
6292,IE  162  HM,IE-162-HM,162,Beyond Calculation    ,2019-09-02 01:32:31 UTC,2019-09-02 01:32:31 UTC
6291,IS  383  CG,IS-383-CG,383,Knowledge Discovery    ,2019-09-02 01:32:30 UTC,2019-09-02 01:32:30 UTC
6290,IS  306  CG,IS-306-CG,306,Communications and Networking    ,2019-09-02 01:32:30 UTC,2019-09-02 01:32:30 UTC
6289,HSID193  PZ,HSID193-PZ,193,Magicians and Moderns    ,2019-09-02 01:32:27 UTC,2019-09-02 01:32:27 UTC
6288,GOVT165E CM,GOVT165E-CM,165,Phil Roots of European Fascism    ,2019-09-02 01:32:20 UTC,2019-09-02 01:32:20 UTC
6287,GRMT176  PO,GRMT176-PO,176,Moscow-Berlin/Europe in Trans    ,2019-09-02 01:32:17 UTC,2019-09-02 01:32:17 UTC
6286,GERM197  PO,GERM197-PO,197,Directed Study in German    ,2019-09-02 01:32:16 UTC,2019-09-02 01:48:49 UTC
6285,GEOL160  PO,GEOL160-PO,160,GeoModeling    ,2019-09-02 01:32:14 UTC,2019-09-02 01:32:14 UTC
6284,GEOL110 LPO,GEOL110-LPO,110,"Lab, Looking at Earth Using GIS    ",2019-09-02 01:32:14 UTC,2019-09-02 01:32:14 UTC
6283,SPNT163  SC,SPNT163-SC,163,Latino/a Theater & Performance    ,2019-09-02 01:32:07 UTC,2019-09-02 01:32:07 UTC
6282,MUS 072  PO,MUS-072-PO,72,Gendering Performance    ,2019-09-02 01:32:07 UTC,2019-09-02 02:14:29 UTC
6281,ID  184  SC,ID-184-SC,184,Jr Seminar in Feminist Theory    ,2019-09-02 01:32:07 UTC,2019-09-02 01:32:07 UTC
6280,ID  036  SC,ID-036-SC,36,Introduction to Queer Studies    ,2019-09-02 01:32:07 UTC,2019-09-02 01:32:07 UTC
6279,ID  026  PO,ID-026-PO,26,Introduction to Women's Studies    ,2019-09-02 01:32:06 UTC,2019-09-02 01:32:06 UTC
6278,GWS 198  SC,GWS-198-SC,198,Independent Internship    ,2019-09-02 01:32:06 UTC,2019-09-02 01:32:06 UTC
6277,MGT 373  CG,MGT-373-CG,373,Financial Policy and Strategy    ,2019-09-02 01:31:58 UTC,2019-09-02 01:31:58 UTC
6276,MGT 339  CG,MGT-339-CG,339,Financial Derivatives    ,2019-09-02 01:31:58 UTC,2019-09-02 01:31:58 UTC
6275,SPAN176  SC,SPAN176-SC,176,Poli of Culture in Spain 1975-92    ,2019-09-02 01:31:56 UTC,2019-09-02 01:31:56 UTC
6274,HIST197M SC,HIST197M-SC,197,Music & State in Modern Europe    ,2019-09-02 01:31:56 UTC,2019-09-02 01:31:56 UTC
6273,HIST158  SC,HIST158-SC,158,Crime & Punishment Renaissance    ,2019-09-02 01:31:56 UTC,2019-09-02 01:31:56 UTC
6272,HIST153  SC,HIST153-SC,153,Women Rulers of Renaissance    ,2019-09-02 01:31:56 UTC,2019-09-02 01:31:56 UTC
6271,FREN145  SC,FREN145-SC,145,"Love,Desir,Violnc Medieval Lit    ",2019-09-02 01:31:56 UTC,2019-09-02 01:31:56 UTC
6270,GEOL110  PO,GEOL110-PO,110,Environmental Remote Sensing    ,2019-09-02 01:31:55 UTC,2019-09-02 02:00:00 UTC
6269,GRMT116  SC,GRMT116-SC,116,The Decadents    ,2019-09-02 01:31:53 UTC,2019-09-02 01:31:53 UTC
6268,ENGL170V PO,ENGL170V-PO,170,"Spec Topic in Long 18th Century - Metaphor, Fiction & Person    ",2019-09-02 01:31:53 UTC,2019-09-02 01:31:53 UTC
6267,ENGL165  PO,ENGL165-PO,165,Theories and Methods in Lit    ,2019-09-02 01:31:53 UTC,2021-04-05 16:17:27 UTC
6266,ENGL160  PZ,ENGL160-PZ,160,Comparative Borderlands Lit    ,2019-09-02 01:31:53 UTC,2022-10-31 20:45:42 UTC
6265,ENGL150  PO,ENGL150-PO,150,Visual Poetics    ,2019-09-02 01:31:53 UTC,2020-04-18 06:25:08 UTC
6264,ENGL134  PO,ENGL134-PO,134,The Harlem Renaissance    ,2019-09-02 01:31:53 UTC,2022-04-05 04:47:31 UTC
6263,ENGL132  BK,ENGL132-BK,132,Black Queer Narrative & Theories    ,2019-09-02 01:31:53 UTC,2019-09-02 01:31:53 UTC
6262,ENGL125  PZ,ENGL125-PZ,125,Literary Theory    ,2019-09-02 01:31:53 UTC,2019-09-02 02:03:35 UTC
6261,ENGL123  PO,ENGL123-PO,123,Holocaust in Literature & Film    ,2019-09-02 01:31:53 UTC,2019-09-02 01:31:53 UTC
6260,ENGL101  PO,ENGL101-PO,101,English Lyric Before 1700    ,2019-09-02 01:31:53 UTC,2019-09-02 01:31:53 UTC
6259,ENGL089Q PO,ENGL089Q-PO,89,Pre/Post Modern Novel    ,2019-09-02 01:31:53 UTC,2019-09-02 01:31:53 UTC
6258,ENGL089P PO,ENGL089P-PO,89,Critiques of Sovereignty    ,2019-09-02 01:31:53 UTC,2019-09-02 01:31:53 UTC
6257,ENGL044  PZ,ENGL044-PZ,44,Intro Latin American Literature    ,2019-09-02 01:31:53 UTC,2019-09-02 01:52:26 UTC
6256,ECON138  CM,ECON138-CM,138,Debt Markets    ,2019-09-02 01:31:40 UTC,2020-10-26 10:10:41 UTC
6255,ECON127  PZ,ECON127-PZ,127,Economy & Society: China & Japan    ,2019-09-02 01:31:39 UTC,2019-09-02 01:59:46 UTC
6254,ECON121  PZ,ECON121-PZ,121,Economics of Immigration    ,2019-09-02 01:31:39 UTC,2019-09-02 01:31:39 UTC
6253,ECON103  HM,ECON103-HM,103,The Great Economists    ,2019-09-02 01:31:39 UTC,2019-09-02 01:31:39 UTC
6252,DANC181BPPO,DANC181BPPO,181,Dance Repertory    ,2019-09-02 01:31:29 UTC,2019-09-02 01:31:29 UTC
6251,DANC181B PO,DANC181B-PO,181,Dance Repertory    ,2019-09-02 01:31:29 UTC,2019-09-02 01:31:29 UTC
6250,DANC180BPPO,DANC180BPPO,180,Dance Repertory    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6249,DANC180B PO,DANC180B-PO,180,Dance Repertory    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6248,DANC151BPPO,DANC151BPPO,151,Exploration of Cultural Styles - African Modern Dance    ,2019-09-02 01:31:28 UTC,2019-09-02 01:55:55 UTC
6247,DANC151B PO,DANC151B-PO,151,Exploration of Cultural Styles - African Modern Dance    ,2019-09-02 01:31:28 UTC,2019-09-02 01:55:55 UTC
6246,DANC124BPPO,DANC124BPPO,124,Ballet III Technique    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6245,DANC124B PO,DANC124B-PO,124,Ballet III Technique    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6244,DANC123B PO,DANC123B-PO,123,Ballet III Technique & Theory    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6243,DANC051BPPO,DANC051BPPO,51,Ballet II    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6242,DANC051B PO,DANC051B-PO,51,Ballet II    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6241,DANC050BPPO,DANC050BPPO,50,Modern Dance Technique II    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6240,DANC050B PO,DANC050B-PO,50,Modern Dance Technique II    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6239,DANC012BPPO,DANC012BPPO,12,Ballet I    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6238,DANC012B PO,DANC012B-PO,12,Ballet I    ,2019-09-02 01:31:28 UTC,2019-09-02 01:31:28 UTC
6237,DANC010B PO,DANC010B-PO,10,Intro to Modern Tech & Theory    ,2019-09-02 01:31:28 UTC,2019-09-02 01:55:55 UTC
6236,ENGL030A PZ,ENGL030A-PZ,30,Intro Creative Writing: Poetry    ,2019-09-02 01:31:24 UTC,2019-09-02 01:31:24 UTC
6235,CREA193  PZ,CREA193-PZ,193,Magicians and Moderns    ,2019-09-02 01:31:24 UTC,2019-09-02 01:31:24 UTC
6234,CREA085  PZ,CREA085-PZ,85,The Creative Space of the 1960's    ,2019-09-02 01:31:24 UTC,2019-09-02 01:31:24 UTC
6233,CSCI182  PO,CSCI182-PO,182,Seminar in Computer Science    ,2019-09-02 01:31:22 UTC,2019-09-02 01:55:49 UTC
6232,CSCI199  CM,CSCI199-CM,199,Independent Study in Comp Sci - Persistent Store & ORM    ,2019-09-02 01:31:18 UTC,2019-09-02 01:51:56 UTC
6231,BIOL179  HM,BIOL179-HM,179,Biology Clinic    ,2019-09-02 01:31:03 UTC,2019-09-02 01:31:03 UTC
6230,BIOL171  JS,BIOL171-JS,171,Biology of Cancer    ,2019-09-02 01:31:03 UTC,2019-09-02 01:31:03 UTC
